No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station,full_date,pm25_ispu,pm10_ispu,so2_ispu,co_ispu,o3_ispu,no2_ispu
1668,2013,5,9,11,3.0,14.0,10.0,48.0,600.0,70.0,18.0,1006.5,11.3,0.0,SSE,1.6,Dongsi,2013-05-09,0.0,0.0,0.0,0.0,0.0,0.0
1669,2013,5,9,12,26.0,45.0,11.0,41.0,600.0,80.0,18.5,1005.7,11.3,0.0,SE,2.2,Dongsi,2013-05-09,63.15789473684211,0.0,0.0,0.0,0.0,0.0
1670,2013,5,9,13,29.0,63.0,8.0,37.0,600.0,85.0,19.3,1004.9,11.1,0.0,SE,1.9,Dongsi,2013-05-09,66.91729323308272,56.5,0.0,0.0,0.0,0.0
1671,2013,5,9,14,10.0,38.0,6.0,29.0,600.0,96.0,19.2,1003.9,11.0,0.0,ESE,2.6,Dongsi,2013-05-09,0.0,0.0,0.0,0.0,0.0,0.0
1672,2013,5,9,15,37.0,14.0,11.0,30.0,600.0,108.0,18.8,1003.8,10.9,0.0,ESE,1.4,Dongsi,2013-05-09,76.94235588972431,0.0,0.0,0.0,0.0,0.0
1673,2013,5,9,16,37.0,37.0,11.0,30.0,600.0,108.0,19.0,1003.6,10.5,0.0,E,0.8,Dongsi,2013-05-09,76.94235588972431,0.0,0.0,0.0,0.0,0.0
1674,2013,5,9,17,39.0,39.0,17.0,37.0,700.0,80.0,18.9,1003.4,11.0,0.0,SE,1.2,Dongsi,2013-05-09,79.44862155388472,0.0,0.0,0.0,0.0,0.0
1676,2013,5,9,19,63.0,85.0,10.0,49.0,800.0,88.0,17.6,1004.1,11.2,0.0,SSW,1.6,Dongsi,2013-05-09,108.0,67.5,0.0,0.0,0.0,0.0
1677,2013,5,9,20,59.0,96.0,9.0,53.0,800.0,75.0,17.4,1004.1,11.2,0.0,SSW,1.7,Dongsi,2013-05-09,103.78947368421052,73.0,0.0,0.0,0.0,0.0
1678,2013,5,9,21,61.0,80.0,10.0,50.0,800.0,75.0,16.3,1004.4,11.2,0.0,S,1.0,Dongsi,2013-05-09,105.89473684210526,65.0,0.0,0.0,0.0,0.0
1679,2013,5,9,22,56.0,63.0,11.0,53.0,800.0,64.0,14.6,1004.1,11.7,0.0,E,0.5,Dongsi,2013-05-09,100.63157894736842,56.5,0.0,0.0,0.0,0.0
1680,2013,5,9,23,66.0,86.0,10.0,69.0,900.0,44.0,12.7,1003.2,11.1,0.0,SW,0.4,Dongsi,2013-05-09,111.15789473684211,68.0,0.0,0.0,0.0,0.0
1681,2013,5,10,0,74.0,97.0,10.0,71.0,900.0,37.0,12.0,1002.3,11.1,0.0,WSW,1.1,Dongsi,2013-05-10,119.57894736842105,73.5,0.0,0.0,0.0,0.0
1682,2013,5,10,1,86.0,110.0,10.0,90.0,900.0,20.0,11.4,1001.5,10.5,0.0,WSW,0.0,Dongsi,2013-05-10,132.21052631578948,80.0,0.0,0.0,0.0,54.166666666666664
1683,2013,5,10,2,94.0,96.0,10.0,89.0,1000.0,21.0,10.8,1000.7,10.0,0.0,NE,1.4,Dongsi,2013-05-10,140.6315789473684,73.0,0.0,0.0,0.0,53.75
1684,2013,5,10,3,102.0,129.0,10.0,89.0,1100.0,18.0,10.2,999.9,9.4,0.0,E,0.8,Dongsi,2013-05-10,149.05263157894737,89.5,0.0,0.0,0.0,53.75
1685,2013,5,10,4,103.0,126.0,10.0,85.0,1200.0,19.0,9.8,999.8,9.2,0.0,ENE,0.5,Dongsi,2013-05-10,150.10526315789474,88.0,0.0,0.0,0.0,52.083333333333336
1686,2013,5,10,5,102.0,134.0,10.0,81.0,1300.0,19.0,10.4,999.6,9.9,0.0,ENE,0.1,Dongsi,2013-05-10,149.05263157894737,92.0,0.0,0.0,0.0,50.416666666666664
1687,2013,5,10,6,106.0,137.0,11.0,79.0,1500.0,21.0,14.9,999.5,13.9,0.0,NNE,1.5,Dongsi,2013-05-10,153.26315789473685,93.5,0.0,0.0,0.0,0.0
1688,2013,5,10,7,112.0,143.0,14.0,90.0,1500.0,27.0,19.9,999.5,7.3,0.0,WSW,1.8,Dongsi,2013-05-10,159.57894736842104,96.5,0.0,0.0,0.0,54.166666666666664
1689,2013,5,10,8,93.0,142.0,16.0,94.0,1300.0,36.0,23.4,999.6,-0.2,0.0,NW,2.5,Dongsi,2013-05-10,139.57894736842104,96.0,0.0,0.0,0.0,55.833333333333336
1690,2013,5,10,9,28.0,74.0,8.0,39.0,600.0,71.0,25.0,999.2,-1.8,0.0,NW,2.8,Dongsi,2013-05-10,65.6641604010025,62.0,0.0,0.0,0.0,0.0
1691,2013,5,10,10,12.0,76.0,7.0,9.0,300.0,98.0,25.8,998.6,-0.3,0.0,NNW,4.4,Dongsi,2013-05-10,0.0,63.0,0.0,0.0,0.0,0.0
1692,2013,5,10,11,10.0,53.0,8.0,9.0,400.0,102.0,27.4,997.9,-1.5,0.0,NNW,5.0,Dongsi,2013-05-10,0.0,51.5,0.0,0.0,0.0,0.0
1693,2013,5,10,12,12.0,51.0,7.0,9.0,300.0,109.0,28.1,997.2,-2.9,0.0,NNW,4.8,Dongsi,2013-05-10,0.0,50.5,0.0,0.0,0.0,0.0
1694,2013,5,10,13,9.0,46.0,4.0,7.0,300.0,116.0,29.3,996.5,-2.0,0.0,WNW,5.9,Dongsi,2013-05-10,0.0,0.0,0.0,0.0,0.0,0.0
1695,2013,5,10,14,15.0,52.0,3.0,5.0,300.0,118.0,30.1,995.5,-2.4,0.0,W,3.8,Dongsi,2013-05-10,0.0,51.0,0.0,0.0,0.0,0.0
1696,2013,5,10,15,11.0,45.0,4.0,6.0,300.0,122.0,30.7,994.7,-4.4,0.0,NNW,3.9,Dongsi,2013-05-10,0.0,0.0,0.0,0.0,50.869565217391305,0.0
1697,2013,5,10,16,11.0,51.0,4.0,7.0,300.0,125.0,31.0,994.2,-4.2,0.0,W,4.6,Dongsi,2013-05-10,0.0,50.5,0.0,0.0,52.17391304347826,0.0
1698,2013,5,10,17,12.0,45.0,4.0,10.0,300.0,120.0,30.5,993.7,-6.0,0.0,W,3.3,Dongsi,2013-05-10,0.0,0.0,0.0,0.0,0.0,0.0
1699,2013,5,10,18,18.0,53.0,4.0,14.0,300.0,115.0,27.6,994.5,-1.4,0.0,WSW,3.9,Dongsi,2013-05-10,53.1328320802005,51.5,0.0,0.0,0.0,0.0
1700,2013,5,10,19,51.0,113.0,8.0,25.0,400.0,126.0,26.5,995.0,0.2,0.0,WSW,3.7,Dongsi,2013-05-10,94.48621553884712,81.5,0.0,0.0,52.608695652173914,0.0
1701,2013,5,10,20,56.0,134.0,20.0,28.0,500.0,134.0,25.8,995.5,1.8,0.0,W,4.4,Dongsi,2013-05-10,100.63157894736842,92.0,0.0,0.0,56.08695652173913,0.0
1702,2013,5,10,21,41.0,139.0,22.0,31.0,500.0,123.0,24.7,995.6,2.8,0.0,WSW,3.6,Dongsi,2013-05-10,81.95488721804512,94.5,0.0,0.0,51.30434782608695,0.0
1703,2013,5,10,22,85.0,153.0,24.0,42.0,600.0,103.0,23.5,995.6,3.4,0.0,WSW,2.4,Dongsi,2013-05-10,131.1578947368421,101.5,0.0,0.0,0.0,0.0
1704,2013,5,10,23,53.0,157.0,28.0,49.0,700.0,88.0,22.1,995.3,4.2,0.0,W,1.9,Dongsi,2013-05-10,96.99248120300751,103.5,0.0,0.0,0.0,0.0
1705,2013,5,11,0,54.0,164.0,29.0,66.0,800.0,63.0,19.5,994.5,4.4,0.0,WSW,1.1,Dongsi,2013-05-11,98.24561403508773,107.0,0.0,0.0,0.0,0.0
1706,2013,5,11,1,57.0,180.0,28.0,87.0,800.0,36.0,18.5,993.8,4.6,0.0,WSW,1.1,Dongsi,2013-05-11,101.6842105263158,115.0,0.0,0.0,0.0,52.916666666666664
1707,2013,5,11,2,55.0,176.0,27.0,91.0,800.0,28.0,18.2,993.0,4.7,0.0,W,1.0,Dongsi,2013-05-11,99.49874686716792,113.0,0.0,0.0,0.0,54.583333333333336
1708,2013,5,11,3,53.0,163.0,27.0,89.0,800.0,25.0,14.1,992.6,6.4,0.0,ESE,1.0,Dongsi,2013-05-11,96.99248120300751,106.5,0.0,0.0,0.0,53.75
1709,2013,5,11,4,55.0,180.0,25.0,98.0,800.0,12.0,13.6,992.2,5.7,0.0,NNW,0.6,Dongsi,2013-05-11,99.49874686716792,115.0,0.0,0.0,0.0,57.5
1710,2013,5,11,5,55.0,172.0,21.0,92.0,900.0,11.0,14.1,992.0,6.2,0.0,ENE,0.6,Dongsi,2013-05-11,99.49874686716792,111.0,0.0,0.0,0.0,55.0
1711,2013,5,11,6,60.0,196.0,22.0,90.0,1100.0,14.0,17.9,991.7,5.8,0.0,NNE,1.1,Dongsi,2013-05-11,104.84210526315789,123.0,0.0,0.0,0.0,54.166666666666664
1712,2013,5,11,7,68.0,221.0,24.0,93.0,1200.0,23.0,20.6,991.4,5.0,0.0,NNW,1.4,Dongsi,2013-05-11,113.26315789473685,135.5,0.0,0.0,0.0,55.416666666666664
1713,2013,5,11,8,162.0,173.0,22.0,86.0,1000.0,31.0,23.7,990.9,3.6,0.0,WNW,1.8,Dongsi,2013-05-11,211.6,111.5,0.0,0.0,0.0,52.5
1714,2013,5,11,9,78.0,143.0,22.0,87.0,900.0,51.0,26.8,990.9,3.3,0.0,NW,2.0,Dongsi,2013-05-11,123.78947368421052,96.5,0.0,0.0,0.0,52.916666666666664
1716,2013,5,11,11,36.0,89.0,12.0,42.0,600.0,87.0,31.4,989.9,-5.3,0.0,WNW,5.4,Dongsi,2013-05-11,75.68922305764411,69.5,0.0,0.0,0.0,0.0
1717,2013,5,11,12,26.0,176.0,7.0,9.0,300.0,110.0,32.2,989.6,-6.3,0.0,WNW,6.1,Dongsi,2013-05-11,63.15789473684211,113.0,0.0,0.0,0.0,0.0
1718,2013,5,11,13,20.0,129.0,6.0,8.0,300.0,115.0,33.1,989.2,-5.6,0.0,NW,4.3,Dongsi,2013-05-11,55.6390977443609,89.5,0.0,0.0,0.0,0.0
1719,2013,5,11,14,16.0,129.0,4.0,7.0,300.0,121.0,33.0,988.9,-7.4,0.0,WNW,7.6,Dongsi,2013-05-11,50.6265664160401,89.5,0.0,0.0,50.43478260869565,0.0
1720,2013,5,11,15,20.0,98.0,3.0,7.0,200.0,125.0,33.2,989.0,-5.5,0.0,WNW,5.6,Dongsi,2013-05-11,55.6390977443609,74.0,0.0,0.0,52.17391304347826,0.0
1721,2013,5,11,16,17.0,130.0,3.0,8.0,200.0,121.0,32.9,989.2,-5.7,0.0,WNW,3.7,Dongsi,2013-05-11,51.8796992481203,90.0,0.0,0.0,50.43478260869565,0.0
1722,2013,5,11,17,23.0,108.0,3.0,9.0,200.0,117.0,32.0,989.5,-6.4,0.0,NW,5.0,Dongsi,2013-05-11,59.3984962406015,79.0,0.0,0.0,0.0,0.0
1723,2013,5,11,18,23.0,104.0,3.0,10.0,300.0,113.0,29.7,990.7,-5.2,0.0,NE,0.8,Dongsi,2013-05-11,59.3984962406015,77.0,0.0,0.0,0.0,0.0
1724,2013,5,11,19,20.0,81.0,3.0,15.0,300.0,105.0,27.1,991.8,-4.8,0.0,ENE,1.4,Dongsi,2013-05-11,55.6390977443609,65.5,0.0,0.0,0.0,0.0
1725,2013,5,11,20,85.0,99.0,5.0,53.0,600.0,66.0,22.0,992.9,-0.7,0.0,E,0.5,Dongsi,2013-05-11,131.1578947368421,74.5,0.0,0.0,0.0,0.0
1726,2013,5,11,21,41.0,83.0,6.0,81.0,700.0,32.0,19.3,993.6,-0.2,0.0,NE,0.7,Dongsi,2013-05-11,81.95488721804512,66.5,0.0,0.0,0.0,50.416666666666664
1727,2013,5,11,22,26.0,77.0,5.0,84.0,800.0,23.0,20.5,993.6,-1.4,0.0,E,1.2,Dongsi,2013-05-11,63.15789473684211,63.5,0.0,0.0,0.0,51.666666666666664
1728,2013,5,11,23,20.0,61.0,5.0,81.0,600.0,23.0,18.8,993.9,-3.4,0.0,SW,0.4,Dongsi,2013-05-11,55.6390977443609,55.5,0.0,0.0,0.0,50.416666666666664
1729,2013,5,12,0,19.0,50.0,5.0,73.0,500.0,30.0,16.6,994.3,-2.5,0.0,SSW,1.2,Dongsi,2013-05-12,54.3859649122807,0.0,0.0,0.0,0.0,0.0
1730,2013,5,12,1,21.0,70.0,4.0,69.0,500.0,30.0,15.2,994.6,-0.6,0.0,ENE,0.5,Dongsi,2013-05-12,56.8922305764411,60.0,0.0,0.0,0.0,0.0
1731,2013,5,12,2,27.0,88.0,5.0,80.0,600.0,12.0,13.3,994.5,2.8,0.0,NE,0.0,Dongsi,2013-05-12,64.41102756892231,69.0,0.0,0.0,0.0,0.0
1733,2013,5,12,4,52.0,123.0,13.0,93.0,900.0,11.0,15.3,994.9,-3.6,0.0,NE,1.2,Dongsi,2013-05-12,95.73934837092733,86.5,0.0,0.0,0.0,55.416666666666664
1734,2013,5,12,5,37.0,105.0,12.0,80.0,700.0,6.0,17.2,995.4,-4.7,0.0,N,0.9,Dongsi,2013-05-12,76.94235588972431,77.5,0.0,0.0,0.0,0.0
1735,2013,5,12,6,19.0,86.0,7.0,62.0,400.0,18.0,19.1,996.2,-3.1,0.0,NNE,2.0,Dongsi,2013-05-12,54.3859649122807,68.0,0.0,0.0,0.0,0.0
1736,2013,5,12,7,18.0,71.0,7.0,40.0,400.0,42.0,21.1,996.4,-0.9,0.0,ENE,1.0,Dongsi,2013-05-12,53.1328320802005,60.5,0.0,0.0,0.0,0.0
1737,2013,5,12,8,22.0,75.0,6.0,42.0,400.0,46.0,21.5,996.7,-3.8,0.0,E,1.4,Dongsi,2013-05-12,58.145363408521305,62.5,0.0,0.0,0.0,0.0
1738,2013,5,12,9,27.0,78.0,5.0,44.0,400.0,51.0,24.0,997.0,-5.2,0.0,N,2.2,Dongsi,2013-05-12,64.41102756892231,64.0,0.0,0.0,0.0,0.0
1739,2013,5,12,10,41.0,68.0,5.0,38.0,400.0,61.0,26.1,997.0,-3.5,0.0,NE,1.9,Dongsi,2013-05-12,81.95488721804512,59.0,0.0,0.0,0.0,0.0
1740,2013,5,12,11,22.0,56.0,5.0,28.0,300.0,81.0,27.1,996.4,-5.9,0.0,ENE,1.9,Dongsi,2013-05-12,58.145363408521305,53.0,0.0,0.0,0.0,0.0
1741,2013,5,12,12,19.0,39.0,6.0,23.0,300.0,98.0,28.1,995.9,-7.8,0.0,SE,2.7,Dongsi,2013-05-12,54.3859649122807,0.0,0.0,0.0,0.0,0.0
1742,2013,5,12,13,20.0,39.0,5.0,22.0,300.0,117.0,28.9,995.6,-5.8,0.0,E,2.3,Dongsi,2013-05-12,55.6390977443609,0.0,0.0,0.0,0.0,0.0
1743,2013,5,12,14,27.0,73.0,8.0,21.0,400.0,145.0,29.4,995.1,-4.2,0.0,SE,2.7,Dongsi,2013-05-12,64.41102756892231,61.5,0.0,0.0,60.869565217391305,0.0
1744,2013,5,12,15,306.0,74.0,14.0,17.0,500.0,172.0,29.3,995.1,-3.1,0.0,S,2.1,Dongsi,2013-05-12,322.27564102564105,62.0,0.0,0.0,72.6086956521739,0.0
1745,2013,5,12,16,354.0,84.0,16.0,18.0,600.0,170.0,28.8,995.0,-5.9,0.0,ESE,2.7,Dongsi,2013-05-12,341.5064102564103,67.0,0.0,0.0,71.73913043478261,0.0
1746,2013,5,12,17,32.0,75.0,12.0,18.0,500.0,154.0,28.3,995.1,-5.0,0.0,SSE,2.1,Dongsi,2013-05-12,70.67669172932331,62.5,0.0,0.0,64.78260869565217,0.0
1747,2013,5,12,18,36.0,86.0,25.0,25.0,900.0,151.0,27.0,995.7,-1.0,0.0,SE,2.1,Dongsi,2013-05-12,75.68922305764411,68.0,0.0,0.0,63.47826086956522,0.0
1748,2013,5,12,19,47.0,108.0,39.0,35.0,1300.0,148.0,24.9,996.7,-2.7,0.0,SSE,2.3,Dongsi,2013-05-12,89.47368421052633,79.0,0.0,0.0,62.17391304347826,0.0
1749,2013,5,12,20,47.0,146.0,25.0,45.0,900.0,108.0,23.7,997.8,-0.6,0.0,SSE,1.7,Dongsi,2013-05-12,89.47368421052633,98.0,0.0,0.0,0.0,0.0
1750,2013,5,12,21,314.0,148.0,14.0,68.0,800.0,60.0,22.0,998.2,1.1,0.0,ESE,1.1,Dongsi,2013-05-12,325.4807692307692,99.0,0.0,0.0,0.0,0.0
1751,2013,5,12,22,230.0,167.0,28.0,77.0,900.0,45.0,20.5,998.7,0.3,0.0,ESE,1.4,Dongsi,2013-05-12,279.6,108.5,0.0,0.0,0.0,0.0
1752,2013,5,12,23,178.0,201.0,29.0,100.0,1000.0,18.0,18.6,999.4,-1.3,0.0,ESE,0.2,Dongsi,2013-05-12,227.6,125.5,0.0,0.0,0.0,58.333333333333336
1753,2013,5,13,0,90.0,135.0,26.0,86.0,800.0,26.0,17.0,999.5,1.4,0.0,SE,0.9,Dongsi,2013-05-13,136.42105263157896,92.5,0.0,0.0,0.0,52.5
1754,2013,5,13,1,39.0,85.0,20.0,48.0,800.0,70.0,17.3,999.5,2.1,0.0,SE,0.8,Dongsi,2013-05-13,79.44862155388472,67.5,0.0,0.0,0.0,0.0
1755,2013,5,13,2,40.0,112.0,38.0,57.0,800.0,63.0,16.3,998.7,4.0,0.0,E,0.9,Dongsi,2013-05-13,80.70175438596492,81.0,0.0,0.0,0.0,0.0
1756,2013,5,13,3,50.0,128.0,49.0,53.0,800.0,80.0,15.2,999.0,4.8,0.0,NE,1.4,Dongsi,2013-05-13,93.23308270676692,89.0,0.0,0.0,0.0,0.0
1757,2013,5,13,4,81.0,119.0,60.0,72.0,1300.0,45.0,15.6,998.7,4.0,0.0,NE,0.6,Dongsi,2013-05-13,126.94736842105263,84.5,53.125,0.0,0.0,0.0
1758,2013,5,13,5,108.0,156.0,76.0,85.0,1700.0,34.0,15.3,999.4,4.9,0.0,W,1.0,Dongsi,2013-05-13,155.36842105263156,103.0,59.375,0.0,0.0,52.083333333333336
1759,2013,5,13,6,131.0,198.0,110.0,94.0,2500.0,32.0,19.0,1000.0,4.3,0.0,N,1.0,Dongsi,2013-05-13,179.57894736842104,124.0,72.65625,0.0,0.0,55.833333333333336
1760,2013,5,13,7,124.0,214.0,104.0,94.0,2500.0,31.0,21.4,1000.2,3.6,0.0,NNW,1.4,Dongsi,2013-05-13,172.21052631578948,132.0,70.3125,0.0,0.0,55.833333333333336
1761,2013,5,13,8,122.0,189.0,79.0,91.0,1899.0,34.0,21.5,1000.1,2.2,0.0,NNW,2.1,Dongsi,2013-05-13,170.10526315789474,119.5,60.546875,0.0,0.0,54.583333333333336
1762,2013,5,13,9,123.0,170.0,78.0,87.0,1899.0,43.0,22.6,999.6,2.1,0.0,NE,1.5,Dongsi,2013-05-13,171.15789473684208,110.0,60.15625,0.0,0.0,52.916666666666664
1763,2013,5,13,10,112.0,168.0,73.0,80.0,1899.0,62.0,23.0,1000.0,0.1,0.0,SE,1.4,Dongsi,2013-05-13,159.57894736842104,109.0,58.203125,0.0,0.0,0.0
1764,2013,5,13,11,92.0,144.0,73.0,57.0,1800.0,100.0,23.9,998.7,2.1,0.0,ESE,2.7,Dongsi,2013-05-13,138.5263157894737,97.0,58.203125,0.0,0.0,0.0
1765,2013,5,13,12,84.0,139.0,70.0,54.0,1700.0,111.0,25.5,997.8,2.8,0.0,ENE,2.9,Dongsi,2013-05-13,130.10526315789474,94.5,57.03125,0.0,0.0,0.0
1766,2013,5,13,13,84.0,138.0,70.0,54.0,1700.0,111.0,26.9,997.1,4.6,0.0,SSW,1.7,Dongsi,2013-05-13,130.10526315789474,94.0,57.03125,0.0,0.0,0.0
1767,2013,5,13,14,103.0,154.0,61.0,45.0,1399.0,158.0,27.0,996.2,4.7,0.0,S,2.9,Dongsi,2013-05-13,150.10526315789474,102.0,53.515625,0.0,66.52173913043478,0.0
1768,2013,5,13,15,124.0,181.0,62.0,54.0,1500.0,156.0,26.6,996.0,6.1,0.0,SSE,2.7,Dongsi,2013-05-13,172.21052631578948,115.5,53.90625,0.0,65.65217391304348,0.0
1769,2013,5,13,16,139.0,215.0,78.0,50.0,1899.0,166.0,26.4,995.8,6.4,0.0,SSW,2.4,Dongsi,2013-05-13,188.0,132.5,60.15625,0.0,70.0,0.0
1770,2013,5,13,17,138.0,214.0,77.0,49.0,1899.0,166.0,25.5,995.9,7.1,0.0,SSE,2.5,Dongsi,2013-05-13,186.9473684210526,132.0,59.765625,0.0,70.0,0.0
1771,2013,5,13,18,118.0,237.0,90.0,53.0,2200.0,193.0,24.3,996.1,7.0,0.0,SSE,2.4,Dongsi,2013-05-13,165.89473684210526,143.5,64.84375,0.0,81.73913043478261,0.0
1772,2013,5,13,19,154.0,260.0,85.0,68.0,2600.0,164.0,23.5,996.7,7.6,0.0,SSE,1.2,Dongsi,2013-05-13,203.6,155.0,62.890625,0.0,69.13043478260869,0.0
1773,2013,5,13,20,145.0,268.0,80.0,66.0,2700.0,150.0,22.0,997.9,9.8,0.0,ENE,1.8,Dongsi,2013-05-13,194.31578947368422,159.0,60.9375,0.0,63.04347826086956,0.0
1774,2013,5,13,21,148.0,275.0,76.0,72.0,2700.0,125.0,19.9,998.4,10.9,0.0,ENE,0.0,Dongsi,2013-05-13,197.4736842105263,162.5,59.375,0.0,52.17391304347826,0.0
1775,2013,5,13,22,148.0,275.0,76.0,72.0,2700.0,125.0,19.3,999.0,11.3,0.0,N,0.2,Dongsi,2013-05-13,197.4736842105263,162.5,59.375,0.0,52.17391304347826,0.0
1776,2013,5,13,23,169.0,318.0,69.0,147.0,3399.0,39.0,18.1,1000.2,11.6,0.0,ENE,0.0,Dongsi,2013-05-13,218.6,184.0,56.640625,0.0,0.0,77.91666666666667
1777,2013,5,14,0,172.0,285.0,58.0,138.0,3200.0,36.0,18.7,1000.9,12.9,0.0,NE,1.3,Dongsi,2013-05-14,221.6,167.5,52.34375,0.0,0.0,74.16666666666667
1778,2013,5,14,1,176.0,287.0,49.0,139.0,3299.0,32.0,19.0,1000.9,6.5,0.0,NNW,1.8,Dongsi,2013-05-14,225.6,168.5,0.0,0.0,0.0,74.58333333333334
1779,2013,5,14,2,176.0,287.0,49.0,139.0,3299.0,32.0,21.9,1001.0,-3.5,0.0,N,3.2,Dongsi,2013-05-14,225.6,168.5,0.0,0.0,0.0,74.58333333333334
1780,2013,5,14,3,114.0,203.0,30.0,83.0,1399.0,40.0,21.9,1001.3,-4.3,0.0,N,5.2,Dongsi,2013-05-14,161.68421052631578,126.5,0.0,0.0,0.0,51.25
1781,2013,5,14,4,64.0,123.0,6.0,28.0,400.0,76.0,21.0,1002.0,-4.3,0.0,N,3.0,Dongsi,2013-05-14,109.05263157894737,86.5,0.0,0.0,0.0,0.0
1782,2013,5,14,5,41.0,87.0,4.0,16.0,300.0,86.0,21.1,1002.4,-2.8,0.0,NW,1.6,Dongsi,2013-05-14,81.95488721804512,68.5,0.0,0.0,0.0,0.0
1783,2013,5,14,6,53.0,105.0,12.0,21.0,400.0,77.0,21.9,1003.4,-1.4,0.0,NW,2.9,Dongsi,2013-05-14,96.99248120300751,77.5,0.0,0.0,0.0,0.0
1784,2013,5,14,7,53.0,105.0,12.0,21.0,400.0,77.0,22.9,1004.0,-0.6,0.0,NNW,4.5,Dongsi,2013-05-14,96.99248120300751,77.5,0.0,0.0,0.0,0.0
1785,2013,5,14,8,53.0,105.0,12.0,21.0,400.0,77.0,23.5,1004.3,0.5,0.0,NNW,8.0,Dongsi,2013-05-14,96.99248120300751,77.5,0.0,0.0,0.0,0.0
1786,2013,5,14,9,57.0,152.0,13.0,18.0,400.0,81.0,25.2,1005.1,0.6,0.0,N,3.9,Dongsi,2013-05-14,101.6842105263158,101.0,0.0,0.0,0.0,0.0
1787,2013,5,14,10,40.0,106.0,5.0,11.0,400.0,81.0,26.3,1005.2,0.8,0.0,NE,2.3,Dongsi,2013-05-14,80.70175438596492,78.0,0.0,0.0,0.0,0.0
1788,2013,5,14,11,41.0,135.0,5.0,11.0,400.0,106.0,26.7,1004.9,2.6,0.0,NNE,2.7,Dongsi,2013-05-14,81.95488721804512,92.5,0.0,0.0,0.0,0.0
1789,2013,5,14,12,49.0,92.0,7.0,12.0,400.0,110.0,27.9,1004.4,2.9,0.0,ENE,2.6,Dongsi,2013-05-14,91.97994987468672,71.0,0.0,0.0,0.0,0.0
1790,2013,5,14,13,51.0,71.0,4.0,12.0,400.0,123.0,28.8,1003.8,2.1,0.0,ENE,3.2,Dongsi,2013-05-14,94.48621553884712,60.5,0.0,0.0,51.30434782608695,0.0
1791,2013,5,14,14,43.0,45.0,3.0,10.0,400.0,136.0,29.7,1003.3,2.8,0.0,E,2.3,Dongsi,2013-05-14,84.46115288220551,0.0,0.0,0.0,56.95652173913044,0.0
1792,2013,5,14,15,55.0,57.0,3.0,11.0,400.0,139.0,30.2,1003.2,1.6,0.0,WSW,2.0,Dongsi,2013-05-14,99.49874686716792,53.5,0.0,0.0,58.26086956521739,0.0
1793,2013,5,14,16,53.0,54.0,3.0,13.0,400.0,145.0,29.7,1003.1,0.3,0.0,SE,1.2,Dongsi,2013-05-14,96.99248120300751,52.0,0.0,0.0,60.869565217391305,0.0
1794,2013,5,14,17,54.0,61.0,3.0,16.0,400.0,149.0,29.6,1003.2,1.1,0.0,ESE,1.8,Dongsi,2013-05-14,98.24561403508773,55.5,0.0,0.0,62.608695652173914,0.0
1795,2013,5,14,18,52.0,84.0,3.0,30.0,500.0,145.0,27.4,1004.1,3.1,0.0,SW,0.7,Dongsi,2013-05-14,95.73934837092733,67.0,0.0,0.0,60.869565217391305,0.0
1796,2013,5,14,19,54.0,93.0,4.0,36.0,700.0,134.0,25.7,1005.1,1.7,0.0,SW,1.9,Dongsi,2013-05-14,98.24561403508773,71.5,0.0,0.0,56.08695652173913,0.0
1797,2013,5,14,20,58.0,125.0,4.0,50.0,700.0,118.0,25.4,1006.1,2.7,0.0,WSW,1.5,Dongsi,2013-05-14,102.73684210526316,87.5,0.0,0.0,0.0,0.0
1798,2013,5,14,21,50.0,129.0,6.0,45.0,600.0,130.0,23.4,1006.7,3.8,0.0,WNW,1.0,Dongsi,2013-05-14,93.23308270676692,89.5,0.0,0.0,54.34782608695652,0.0
1799,2013,5,14,22,60.0,121.0,7.0,63.0,800.0,104.0,22.0,1007.5,4.5,0.0,ENE,1.0,Dongsi,2013-05-14,104.84210526315789,85.5,0.0,0.0,0.0,0.0
1800,2013,5,14,23,59.0,121.0,7.0,106.0,1000.0,55.0,20.6,1008.7,5.8,0.0,NE,1.2,Dongsi,2013-05-14,103.78947368421052,85.5,0.0,0.0,0.0,60.833333333333336
1801,2013,5,15,0,77.0,165.0,13.0,140.0,1300.0,21.0,18.4,1009.2,6.9,0.0,E,0.9,Dongsi,2013-05-15,122.73684210526315,107.5,0.0,0.0,0.0,75.0
1802,2013,5,15,1,72.0,156.0,12.0,129.0,900.0,18.0,17.9,1009.9,6.7,0.0,ENE,0.8,Dongsi,2013-05-15,117.47368421052632,103.0,0.0,0.0,0.0,70.41666666666667
1803,2013,5,15,2,55.0,87.0,8.0,80.0,600.0,40.0,16.5,1010.6,6.0,0.0,ENE,1.6,Dongsi,2013-05-15,99.49874686716792,68.5,0.0,0.0,0.0,0.0
1804,2013,5,15,3,37.0,51.0,5.0,44.0,400.0,64.0,17.4,1011.2,7.4,0.0,E,1.1,Dongsi,2013-05-15,76.94235588972431,50.5,0.0,0.0,0.0,0.0
1805,2013,5,15,4,53.0,174.0,33.0,84.0,1200.0,27.0,15.2,1012.0,7.2,0.0,E,1.2,Dongsi,2013-05-15,96.99248120300751,112.0,0.0,0.0,0.0,51.666666666666664
